Case	f0	q	M_tot	chi1	chi2	theta1	phi1	theta2	phi2	f_peak
976	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	6.283185307179586	268.14175484742464
977	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	0.7853981633974483	268.2854808977009
978	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	1.5707963267948966	268.2854808977009
979	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	2.356194490192345	268.2854808977009
980	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.141592653589793	268.2854808977009
981	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.9269908169872414	268.2854808977009
982	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	4.71238898038469	268.2854808977009
983	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	5.497787143782138	268.2854808977009
984	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	6.283185307179586	268.2854808977009
985	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	0.7853981633974483	266.6268475425521
986	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	1.5707963267948966	266.6268475425521
987	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	2.356194490192345	266.6268475425521
988	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.141592653589793	266.6268475425521
989	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.9269908169872414	266.6268475425521
990	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	4.71238898038469	266.6268475425521
991	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	5.497787143782138	266.6268475425521
992	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	6.283185307179586	266.6268475425521
993	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	0.7853981633974483	260.89497760650505
994	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	1.5707963267948966	260.89497760650505
995	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	2.356194490192345	260.89497760650505
996	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.141592653589793	260.89497760650505
997	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.9269908169872414	260.89497760650505
998	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	4.71238898038469	260.89497760650505
999	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	5.497787143782138	260.89497760650505
1000	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	6.283185307179586	260.89497760650505
1001	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	0.7853981633974483	253.90051386066736
1002	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	1.5707963267948966	253.90051386066736
1003	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	2.356194490192345	253.90051386066736
1004	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.141592653589793	253.90051386066736
1005	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.9269908169872414	253.90051386066736
1006	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	4.71238898038469	253.90051386066736
1007	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	5.497787143782138	253.90051386066736
1008	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	6.283185307179586	253.90051386066736
1009	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	0.7853981633974483	251.2069131626704
1010	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	1.5707963267948966	251.2069131626704
1011	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	2.356194490192345	251.2069131626704
1012	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	3.141592653589793	251.2069131626704
1013	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	3.9269908169872414	251.2069131626704
1014	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	4.71238898038469	251.2069131626704
1015	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	5.497787143782138	251.2069131626704
1016	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	6.283185307179586	251.2069131626704
1017	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	0.7853981633974483	248.35107263232888
1018	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	1.5707963267948966	248.35107263232888
1019	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	2.356194490192345	248.35107263232888
1020	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.141592653589793	248.35107263232888
1021	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.9269908169872414	248.35107263232888
1022	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	4.71238898038469	248.35107263232888
1023	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	5.497787143782138	248.35107263232888
1024	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	6.283185307179586	248.35107263232888
1025	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	0.7853981633974483	247.96228297785086
1026	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	1.5707963267948966	247.96228297785086
1027	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	2.356194490192345	247.96228297785086
1028	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	3.141592653589793	247.96228297785086
1029	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	3.9269908169872414	247.96228297785086
1030	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	4.71238898038469	247.96228297785086
1031	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	5.497787143782138	247.96228297785086
1032	38.5	0.16667	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	6.283185307179586	247.96228297785086
1033	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	0.7853981633974483	250.3598011340966
1034	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	1.5707963267948966	250.3598011340966
1035	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	2.356194490192345	250.3598011340966
1036	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.141592653589793	250.3598011340966
1037	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.9269908169872414	250.3598011340966
1038	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	4.71238898038469	250.3598011340966
1039	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	5.497787143782138	250.3598011340966
1040	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	6.283185307179586	250.3598011340966
1041	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	0.7853981633974483	244.60452113410264
1042	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	1.5707963267948966	244.60452113410264
1043	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	2.356194490192345	244.60452113410264
1044	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.141592653589793	244.60452113410264
1045	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.9269908169872414	244.60452113410264
1046	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	4.71238898038469	244.60452113410264
1047	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	5.497787143782138	244.60452113410264
1048	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	6.283185307179586	244.60452113410264
1049	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	0.7853981633974483	241.8486650473159
1050	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	1.5707963267948966	241.8486650473159
1051	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	2.356194490192345	241.8486650473159
1052	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.141592653589793	241.8486650473159
1053	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.9269908169872414	241.8486650473159
1054	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	4.71238898038469	241.8486650473159
1055	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	5.497787143782138	241.8486650473159
1056	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	6.283185307179586	241.8486650473159
1057	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	0.7853981633974483	240.3493849047895
1058	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	1.5707963267948966	240.3493849047895
1059	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	2.356194490192345	240.3493849047895
1060	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.141592653589793	240.3493849047895
1061	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.9269908169872414	240.3493849047895
1062	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	4.71238898038469	240.3493849047895
1063	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	5.497787143782138	240.3493849047895
1064	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	6.283185307179586	240.3493849047895
1065	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	0.7853981633974483	238.44712680217944
1066	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	1.5707963267948966	238.44712680217944
1067	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	2.356194490192345	238.44712680217944
1068	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.141592653589793	238.44712680217944
1069	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.9269908169872414	238.44712680217944
1070	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	4.71238898038469	238.44712680217944
1071	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	5.497787143782138	238.44712680217944
1072	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	6.283185307179586	238.44712680217944
1073	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	0.7853981633974483	237.93145755518563
1074	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	1.5707963267948966	237.93145755518563
1075	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	2.356194490192345	237.93145755518563
1076	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.141592653589793	237.93145755518563
1077	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.9269908169872414	237.93145755518563
1078	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	4.71238898038469	237.93145755518563
1079	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	5.497787143782138	237.93145755518563
1080	38.5	0.16667	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	6.283185307179586	237.93145755518563
1081	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	0.7853981633974483	243.80844603041047
1082	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	1.5707963267948966	243.80844603041047
1083	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	2.356194490192345	243.80844603041047
1084	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.141592653589793	243.80844603041047
1085	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.9269908169872414	243.80844603041047
1086	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	4.71238898038469	243.80844603041047
1087	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	5.497787143782138	243.80844603041047
1088	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	6.283185307179586	243.80844603041047
1089	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	0.7853981633974483	237.33056394864195
1090	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	1.5707963267948966	237.33056394864195
1091	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	2.356194490192345	237.33056394864195
1092	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.141592653589793	237.33056394864195
1093	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.9269908169872414	237.33056394864195
1094	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	4.71238898038469	237.33056394864195
1095	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	5.497787143782138	237.33056394864195
1096	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	6.283185307179586	237.33056394864195
1097	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	0.7853981633974483	237.38425311963252
1098	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	1.5707963267948966	237.38425311963252
1099	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	2.356194490192345	237.38425311963252
1100	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.141592653589793	237.38425311963252
1101	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.9269908169872414	237.38425311963252
1102	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	4.71238898038469	237.38425311963252
1103	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	5.497787143782138	237.38425311963252
1104	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	6.283185307179586	237.38425311963252
1105	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	0.7853981633974483	239.35751274523014
1106	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	1.5707963267948966	239.35751274523014
1107	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	2.356194490192345	239.35751274523014
1108	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.141592653589793	239.35751274523014
1109	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.9269908169872414	239.35751274523014
1110	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	4.71238898038469	239.35751274523014
1111	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	5.497787143782138	239.35751274523014
1112	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	6.283185307179586	239.35751274523014
1113	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	0.7853981633974483	237.86424974930765
1114	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	1.5707963267948966	237.86424974930765
1115	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	2.356194490192345	237.86424974930765
1116	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.141592653589793	237.86424974930765
1117	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.9269908169872414	237.86424974930765
1118	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	4.71238898038469	237.86424974930765
1119	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	5.497787143782138	237.86424974930765
1120	38.5	0.16667	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	6.283185307179586	237.86424974930765
